"eventid";"success";"date";"gname";"individual";"phenomenon_area";"city";"latitude";"longitude";"dayunclear";"locationunclear";"doubtterr";"alternative_txt";"nkill";"nwound";"nkillter";"nwoundte";"attacktype1_txt";"attacktype2_txt";"targtype1_txt";"targtype2_txt";"targtype3_txt";"target1";"target2";"target3";"corp1";"corp2";"corp3";"weaptype1_txt";"weapsubtype1_txt";"weaptype2_txt";"weapsubtype2_txt";"weaptype3_txt";"weapsubtype3_txt";"weapdetail";"suicide"
197701240003;1;1977-01-24;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Subway Car";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197701240004;1;1977-01-24;"Croatian Nationalists";0;"Foreign Extremism";"Wiesbaden";50,084284;8,238717;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Railroad Station";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197701240005;0;1977-01-24;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Journalists & Media";NA;NA;"Newspaper ARchives";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197701270004;1;1977-01-27;"Unknown";0;"Uncategorized";"Dortmund";51,512054;7,463573;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"armored car";NA;NA;NA;NA;NA;"Firearms";"Automatic or Semi-Automatic Rifle";NA;NA;NA;NA;"Automatic firearm";0
197702160001;1;1977-02-16;"Revolutionary Cells";0;"Left-Wing Extremism";"Dusseldorf";51,213924;6,780691;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Private Citizens & Property";NA;NA;"Attorney's Vehicle; Heiy Peter , appointed defense for K.LT. Delluro";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197702260001;1;1977-02-26;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Journalists & Media";NA;NA;"Newspaper ARchives";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197703240001;1;1977-03-24;"Revolutionary Cells";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;2;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Private Residence of Attorney Dr. Klans Schmalz";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197703290002;0;1977-03-29;"Revolutionary Cells";0;"Left-Wing Extremism";"Munich";48,139126;11,580186;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Airports & Aircraft";NA;NA;"South African Airways Office";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197704070001;1;1977-04-07;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Karlsruhe";49,008085;8,403756;0;0;0;NA;3;NA;NA;NA;"Assassination";NA;"Government (General)";NA;NA;"Siegfried Buback, Federal Prosecutor";NA;NA;"Karlsruhe";NA;NA;"Firearms";"Automatic or Semi-Automatic Rifle";NA;NA;NA;NA;"Automatic firearm";0
197704150002;1;1977-04-15;"Unknown";0;"Uncategorized";"Dusseldorf";51,213924;6,780691;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"bank";NA;NA;NA;NA;NA;"Firearms";"Automatic or Semi-Automatic Rifle";NA;NA;NA;NA;"Automatic firearm";0
197704200001;1;1977-04-20;"Red Cell";0;"Left-Wing Extremism";"Memmelsdorf";49,932898;10,953262;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"city hall";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197704290003;1;1977-04-29;"Rote Zora";0;"Left-Wing Extremism";"Cologne";50,940664;6,959912;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Medical Association";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197705110001;1;1977-05-11;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Government (General)";NA;NA;"Vehicle of District Attorney";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197705110002;1;1977-05-11;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Government (General)";NA;NA;"Vehicle of a Judge";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197705110003;0;1977-05-11;"Unknown";0;"Uncategorized";"Singen";47,764064;8,853396;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Railway Station";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197706030001;1;1977-06-03;"Unknown";0;"Uncategorized";"Bogen";48,911369;12,689095;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"FRG army enlisted mess";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197706120003;1;1977-06-12;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Netherlands Consulate";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197706280003;1;1977-06-28;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Berlin Transit company";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197706300001;1;1977-06-30;"Unknown";0;"Uncategorized";"Hanover";52,372068;9,735686;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"Court";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197707300001;0;1977-07-30;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;1;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Business";NA;NA;"Juergen ponto, chairman";NA;NA;"dresdner bank";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197708150001;1;1977-08-15;"Unknown";0;"Uncategorized";"Stuttgart";48,777106;9,180769;0;0;1;"Intra/Inter-group Conflict";NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Lawyer for terrorists";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197708220002;1;1977-08-22;"Unknown";0;"Uncategorized";"Nuremberg";49,45052;11,08048;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Industrial Complex";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197708230007;1;1977-08-23;"Unknown";0;"Uncategorized";"Dusseldorf";51,213924;6,780691;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"car dealer";NA;NA;NA;NA;NA;"Firearms";"Automatic or Semi-Automatic Rifle";NA;NA;NA;NA;"Automatic firearm";0
197708250001;0;1977-08-25;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Karlsruhe";49,008085;8,403756;0;0;0;NA;1;NA;NA;NA;"Assassination";NA;"Government (General)";NA;NA;"Kurt Rebman, federal prosecutor";NA;NA;"Karlsruche";NA;NA;"Explosives";"Projectile (rockets, mortars, RPGs, etc.)";NA;NA;NA;NA;"Rockets";0
197708260003;1;1977-08-26;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Karlsruhe";49,008085;8,403756;0;0;0;NA;NA;NA;NA;NA;"Hostage Taking (Barricade Incident)";NA;"Government (General)";NA;NA;"Federal Prosecutors Office";NA;NA;NA;NA;NA;"Explosives";"Projectile (rockets, mortars, RPGs, etc.)";NA;NA;NA;NA;"Rocket";0
197708280001;1;1977-08-28;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"IBM building";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197708310001;0;1977-08-31;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Boxing Exhibition Site";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary - timed device";0
197709020001;1;1977-09-02;"Unknown";0;"Uncategorized";"Flensburg";54,780395;9,435707;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (General)";NA;NA;"Court Bldg";NA;NA;NA;NA;NA;"Explosives";"Pipe Bomb";NA;NA;NA;NA;NA;0
197709040001;1;1977-09-04;"Unknown";0;"Uncategorized";"Radolfzell";47,736313;8,969439;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Police";NA;NA;"Pov in Police Lot";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197709050001;1;1977-09-05;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Cologne";50,940664;6,959912;0;0;0;NA;1;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Business";NA;NA;"Dr. Hanns Martin Schleyer, head of assoc of industries and employers/chair*";NA;NA;"Daimler Benz";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197710030004;1;1977-10-03;"Unknown";0;"Uncategorized";"Zweibrucken";49,250476;7,36119;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (General)";NA;NA;"Court House";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197712120002;1;1977-12-12;"Unknown";0;"Uncategorized";"Westerburg";50,564077;7,971407;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Police";NA;NA;"Police Post";NA;NA;NA;NA;NA;"Incendiary";"Molotov Cocktail/Petrol Bomb";NA;NA;NA;NA;"Molotov cocktails";0
197712190001;1;1977-12-19;"Red Army Faction (RAF)";0;"Left-Wing Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"bank";NA;NA;NA;NA;NA;"Firearms";"Automatic or Semi-Automatic Rifle";NA;NA;NA;NA;"Automatic firearm";0
197801150009;1;1978-01-15;"Arab Revolutionary Army";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Food or Water Supply";NA;NA;"Israeli Economy";NA;NA;"Food Company";NA;NA;"Chemical";NA;NA;NA;NA;NA;"Mercury";0
197801190002;1;1978-01-19;"Anti-Imperialist Fighters for a Free Palestine";0;"Foreign Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Airports & Aircraft";NA;NA;"Egyptian Travel Agency";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197802130008;1;1978-02-13;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;-9;NA;NA;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Police";NA;NA;"Dieter Huber, foreign police adviser";NA;NA;"FRG government";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197805270005;1;1978-05-27;"2nd of June Movement";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;1;NA;NA;"Armed Assault";NA;"Police";NA;NA;"Moabit Prison";NA;NA;NA;NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistols";0
197805310002;1;1978-05-31;"Unknown";0;"Uncategorized";"Berlin";52,50153;13,401851;0;0;1;"Intra/Inter-group Conflict";NA;1;NA;NA;"Assassination";NA;"Terrorists/Non-State Militia";NA;NA;"Dietmar Itohia/lawyer";NA;NA;"Defendants in Berlin Terrorist trial";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
197805310003;1;1978-05-31;"Red Cell";0;"Left-Wing Extremism";"Wiesbaden";50,084284;8,238717;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"American Hotel";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197806200003;1;1978-06-20;"Revolutionary Cells";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Israeli Fruit Importer";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197806210003;1;1978-06-21;"Revolutionary Cells";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Israeli fruit import co.";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808200001;1;1978-08-20;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Base";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808200002;1;1978-08-20;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Base";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808200003;1;1978-08-20;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Base";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808200004;1;1978-08-20;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;1;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Base";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808200005;1;1978-08-20;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Base";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808200006;1;1978-08-20;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Base";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808200007;1;1978-08-20;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;1;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Base";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808200008;1;1978-08-20;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Unknown";54,193719;7,58229;0;1;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Base";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197808240002;0;1978-08-24;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Rheindahlen";51,148407;6,357643;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"Rheindahlen British Army Base";NA;NA;NA;NA;NA;"Explosives";"Vehicle";NA;NA;NA;NA;"Explosive";0
197808240003;0;1978-08-24;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Monchengladbach";51,191261;6,442066;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"British Army Post";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197809240002;1;1978-09-24;"Unknown";0;"Uncategorized";"Verden";52,923341;9,23117;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"FRG Army Barracks (Garlstadt Barracks)";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197811060004;1;1978-11-06;"Red Army Faction (RAF)";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Unarmed Assault";NA;"Journalists & Media";NA;NA;"Deutsche Press-Agentur (DPA) FRG's national news agency";NA;NA;NA;NA;NA;"Melee";"Blunt Object";NA;NA;NA;NA;"Clubs";0
197901190001;1;1979-01-19;"Neo-Nazi extremists";0;"Right-Wing Extremism";"Nottuln";51,931264;7,352391;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Telecommunication";NA;NA;"radio mast";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197904030001;1;1979-04-03;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;10;NA;NA;"Bombing/Explosion";NA;"Educational Institution";NA;NA;"School in Jerusallem";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197904250006;1;1979-04-25;"Right-wing extremists";0;"Right-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"House of Eugen Loederer, trade union leader";NA;NA;NA;NA;NA;"Other";NA;NA;NA;NA;NA;"Paint";0
197904250007;1;1979-04-25;"Right-wing extremists";0;"Right-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"House of Hans Meyer, Union leader";NA;NA;NA;NA;NA;"Chemical";NA;NA;NA;NA;NA;"Acid";0
197905060001;1;1979-05-06;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Unknown";NA;"Police";NA;NA;"Police building";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197905080001;0;1979-05-08;"Unknown";0;"Uncategorized";"Zeppelinheim";50,033333;8,616667;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"TER Printing Works (Turkish Plant)";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197905160001;0;1979-05-16;"Unknown";0;"Uncategorized";"Dusseldorf";51,213924;6,780691;0;0;0;NA;NA;NA;NA;NA;"Assassination";NA;"Government (General)";NA;NA;"Helmut Kohl, FRG Opposition Leader (Christi an Democrat Party)";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197906060001;1;1979-06-06;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Railway Station";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197906160001;1;1979-06-16;"Territorial Resistance Army";0;"Right-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Airports & Aircraft";NA;NA;"office of AEROFLOT";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197906290001;0;1979-06-29;"Territorial Resistance Army";0;"Right-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Tourists";NA;NA;"INTOURIST office";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197907100001;1;1979-07-10;"Unknown";0;"Uncategorized";"Monchengladbach";51,191261;6,442066;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Bombing/Explosion";NA;"Military";NA;NA;"Serg ensts Mess, 26th Field Regiment, British Army";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197908230002;1;1979-08-23;"Territorial Resistance Army";0;"Right-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"bookstore";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197908270001;1;1979-08-27;"Armenian Secret Army for the Liberation of Armenia";0;"Foreign Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Airports & Aircraft";NA;NA;"Turkish Airlines Office";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197909120007;1;1979-09-12;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;-9;NA;NA;NA;NA;NA;"Hijacking";NA;"Airports & Aircraft";NA;NA;NA;NA;NA;"Lufthansa, Boeing 727";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
197910150001;1;1979-10-15;"Unknown";0;"Uncategorized";"Krefeld";51,338593;6,58605;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Military";NA;NA;"British Army Grocery Store (NAAFI)";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197912030002;1;1979-12-03;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Branch of Morgan Guarantee Trust Company";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197912190004;1;1979-12-19;"Commando 15th October";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Airports & Aircraft";NA;NA;"Soviet Airline Aeroflot";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
198002160007;1;1980-02-16;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Bielefeld";52,023062;8,533072;0;0;1;"Insurgency/Guerilla Action";1;NA;NA;NA;"Assassination";NA;"Military";NA;NA;"Cononel Mark E. Coe, 44";NA;NA;"British Army";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistols";0
198003020004;1;1980-03-02;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Muenster";51,964711;7,628498;0;0;1;"Insurgency/Guerilla Action";NA;1;NA;NA;"Armed Assault";NA;"Military";NA;NA;"Military Police Patrol Car";NA;NA;NA;NA;NA;"Firearms";"Automatic or Semi-Automatic Rifle";NA;NA;NA;NA;"Automatic firearm";0
198003070001;1;1980-03-07;"Afghans";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Consulate";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
198003090001;1;1980-03-09;"Left-Wing Guerrillas";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Department Store";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
198003090002;1;1980-03-09;"Left-Wing Guerrillas";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Journalists & Media";NA;NA;"Newspaper office";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
198003090003;1;1980-03-09;"Left-Wing Guerrillas";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"bank";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
198003090004;1;1980-03-09;"Left-Wing Guerrillas";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"bank";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
198003100022;0;1980-03-10;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Osnabruck";52,279911;8,047179;0;0;1;"Insurgency/Guerilla Action";NA;1;NA;NA;"Assassination";NA;"Military";NA;NA;"Soldier";NA;NA;"British Army of the Rhine";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
198003110009;1;1980-03-11;"Irish Republican Army (IRA)";0;"Foreign Extremism";"Bielefeld";52,023062;8,533072;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Armed Assault";NA;"Military";NA;NA;"British Rhine Army Radio Station";NA;NA;NA;NA;NA;"Firearms";"Rifle/Shotgun (non-automatic)";NA;NA;NA;NA;"Rifle";0
198003230002;1;1980-03-23;"Unknown";0;"Uncategorized";"Kassel";51,318927;9,496007;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (General)";NA;NA;"Federal Labour Court Bldg";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
198005100004;1;1980-05-10;"Unknown";0;"Uncategorized";"Bonn";50,732674;7,096299;0;0;0;NA;1;NA;NA;NA;"Assassination";NA;"Government (Diplomatic)";NA;NA;"Former Second Secretary, Omran Mehdawi, 43";NA;NA;"Embassy";NA;NA;"Firearms";"Unknown Gun Type";NA;NA;NA;NA;"Firearm";0
198006130002;1;1980-06-13;"2nd of June Movement";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (General)";NA;NA;"townhall Kruzberg Dist";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
